place,state,climate,zone,tags,month,overview
Armadale,WA,temperate,10a,mediterranean,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Armadale,WA,temperate,10a,mediterranean,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Armadale,WA,temperate,10a,mediterranean,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Armadale,WA,temperate,10a,mediterranean,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Armadale,WA,temperate,10a,mediterranean,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Armadale,WA,temperate,10a,mediterranean,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Armadale,WA,temperate,10a,mediterranean,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,January,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,February,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,March,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,April,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,May,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,June,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,July,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,August,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,September,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,October,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,November,"Dry season is growing season. Consistent warmth and low humidity ideal.

Plant and sow everything: brassicas, lettuce, roots, tomatoes, capsicums, beans, squash.

Water essential—no dry-season rain. Dry season is productive heart."
Broome,WA,tropical,12a,tropical_wet_dry|coastal,December,"Wet season dominates. Humidity extreme, rain heavy, fungal disease intense.

Cool-season crops grow well. Lettuce, Asian greens, tomatoes, capsicums produce but need disease management.

Drainage critical. Succession plant rather than one heavy planting."
Bunbury,WA,cool,9b,coastal|mediterranean,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Bunbury,WA,cool,9b,coastal|mediterranean,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Bunbury,WA,cool,9b,coastal|mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Bunbury,WA,cool,9b,coastal|mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Bunbury,WA,cool,9b,coastal|mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Bunbury,WA,cool,9b,coastal|mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Bunbury,WA,cool,9b,coastal|mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Bunbury,WA,cool,9b,coastal|mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Bunbury,WA,cool,9b,coastal|mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Bunbury,WA,cool,9b,coastal|mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Bunbury,WA,cool,9b,coastal|mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Bunbury,WA,cool,9b,coastal|mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Busselton,WA,cool,9a,coastal,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Busselton,WA,cool,9a,coastal,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Busselton,WA,cool,9a,coastal,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Busselton,WA,cool,9a,coastal,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Busselton,WA,cool,9a,coastal,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Busselton,WA,cool,9a,coastal,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Busselton,WA,cool,9a,coastal,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Busselton,WA,cool,9a,coastal,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Busselton,WA,cool,9a,coastal,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Busselton,WA,cool,9a,coastal,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Busselton,WA,cool,9a,coastal,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Busselton,WA,cool,9a,coastal,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Carnarvon,WA,warm,11a,mediterranean,January,"Summer warm but coastal moderation helps. Regular growth with good water management.

Sow autumn crops in warm soil. Carrots, beets, brassicas, lettuce establish quickly.

Deep early morning watering prevents stress."
Carnarvon,WA,warm,11a,mediterranean,February,"Summer warm but coastal moderation helps. Regular growth with good water management.

Sow autumn crops in warm soil. Carrots, beets, brassicas, lettuce establish quickly.

Deep early morning watering prevents stress."
Carnarvon,WA,warm,11a,mediterranean,March,"Autumn mild and extended by coastal protection. Excellent for cool-weather crops.

Plant brassicas, lettuce, onions, leeks, roots. Direct-sow peas, beans, Asian greens. Garlic in April.

Autumn is prime season."
Carnarvon,WA,warm,11a,mediterranean,April,"Autumn mild and extended by coastal protection. Excellent for cool-weather crops.

Plant brassicas, lettuce, onions, leeks, roots. Direct-sow peas, beans, Asian greens. Garlic in April.

Autumn is prime season."
Carnarvon,WA,warm,11a,mediterranean,May,"Autumn mild and extended by coastal protection. Excellent for cool-weather crops.

Plant brassicas, lettuce, onions, leeks, roots. Direct-sow peas, beans, Asian greens. Garlic in April.

Autumn is prime season."
Carnarvon,WA,warm,11a,mediterranean,June,"Winter mild. Frosts rare. Growth continues steadily.

Winter crops produce heavily. Brassicas, lettuce, spinach, peas, roots thrive.

Start spring seedlings by August."
Carnarvon,WA,warm,11a,mediterranean,July,"Winter mild. Frosts rare. Growth continues steadily.

Winter crops produce heavily. Brassicas, lettuce, spinach, peas, roots thrive.

Start spring seedlings by August."
Carnarvon,WA,warm,11a,mediterranean,August,"Winter mild. Frosts rare. Growth continues steadily.

Winter crops produce heavily. Brassicas, lettuce, spinach, peas, roots thrive.

Start spring seedlings by August."
Carnarvon,WA,warm,11a,mediterranean,September,"Spring arrives gradually, moderated by coast. Growth accelerates steadily.

Plant tender crops: tomatoes, capsicums, beans. Sow lettuce, herbs, quick crops. Succession sow.

Spring is extended and rewarding."
Carnarvon,WA,warm,11a,mediterranean,October,"Spring arrives gradually, moderated by coast. Growth accelerates steadily.

Plant tender crops: tomatoes, capsicums, beans. Sow lettuce, herbs, quick crops. Succession sow.

Spring is extended and rewarding."
Carnarvon,WA,warm,11a,mediterranean,November,"Spring arrives gradually, moderated by coast. Growth accelerates steadily.

Plant tender crops: tomatoes, capsicums, beans. Sow lettuce, herbs, quick crops. Succession sow.

Spring is extended and rewarding."
Carnarvon,WA,warm,11a,mediterranean,December,"Summer warm but coastal moderation helps. Regular growth with good water management.

Sow autumn crops in warm soil. Carrots, beets, brassicas, lettuce establish quickly.

Deep early morning watering prevents stress."
Claremont,WA,temperate,10a,coastal|mediterranean,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Claremont,WA,temperate,10a,coastal|mediterranean,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Claremont,WA,temperate,10a,coastal|mediterranean,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Claremont,WA,temperate,10a,coastal|mediterranean,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Claremont,WA,temperate,10a,coastal|mediterranean,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Claremont,WA,temperate,10a,coastal|mediterranean,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Claremont,WA,temperate,10a,coastal|mediterranean,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Claremont,WA,temperate,10a,coastal|mediterranean,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Claremont,WA,temperate,10a,coastal|mediterranean,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Claremont,WA,temperate,10a,coastal|mediterranean,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Claremont,WA,temperate,10a,coastal|mediterranean,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Claremont,WA,temperate,10a,coastal|mediterranean,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Collie,WA,cool,9b,mediterranean,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Collie,WA,cool,9b,mediterranean,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Collie,WA,cool,9b,mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Collie,WA,cool,9b,mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Collie,WA,cool,9b,mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Collie,WA,cool,9b,mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Collie,WA,cool,9b,mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Collie,WA,cool,9b,mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Collie,WA,cool,9b,mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Collie,WA,cool,9b,mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Collie,WA,cool,9b,mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Collie,WA,cool,9b,mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Cottesloe,WA,temperate,10a,coastal|mediterranean,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Cottesloe,WA,temperate,10a,coastal|mediterranean,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Cottesloe,WA,temperate,10a,coastal|mediterranean,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Cottesloe,WA,temperate,10a,coastal|mediterranean,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Cottesloe,WA,temperate,10a,coastal|mediterranean,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Cottesloe,WA,temperate,10a,coastal|mediterranean,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Cottesloe,WA,temperate,10a,coastal|mediterranean,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Cottesloe,WA,temperate,10a,coastal|mediterranean,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Cottesloe,WA,temperate,10a,coastal|mediterranean,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Cottesloe,WA,temperate,10a,coastal|mediterranean,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Cottesloe,WA,temperate,10a,coastal|mediterranean,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Cottesloe,WA,temperate,10a,coastal|mediterranean,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Denmark,WA,cool,9a,mediterranean,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Denmark,WA,cool,9a,mediterranean,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Denmark,WA,cool,9a,mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Denmark,WA,cool,9a,mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Denmark,WA,cool,9a,mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Denmark,WA,cool,9a,mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Denmark,WA,cool,9a,mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Denmark,WA,cool,9a,mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Denmark,WA,cool,9a,mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Denmark,WA,cool,9a,mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Denmark,WA,cool,9a,mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Denmark,WA,cool,9a,mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Esperance,WA,cool,9b,mediterranean,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Esperance,WA,cool,9b,mediterranean,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Esperance,WA,cool,9b,mediterranean,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Esperance,WA,cool,9b,mediterranean,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Esperance,WA,cool,9b,mediterranean,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Esperance,WA,cool,9b,mediterranean,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Esperance,WA,cool,9b,mediterranean,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Esperance,WA,cool,9b,mediterranean,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Esperance,WA,cool,9b,mediterranean,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Esperance,WA,cool,9b,mediterranean,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Esperance,WA,cool,9b,mediterranean,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Esperance,WA,cool,9b,mediterranean,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Exmouth,WA,warm,11b,mediterranean,January,"Summer warm but coastal moderation helps. Regular growth with good water management.

Sow autumn crops in warm soil. Carrots, beets, brassicas, lettuce establish quickly.

Deep early morning watering prevents stress."
Exmouth,WA,warm,11b,mediterranean,February,"Summer warm but coastal moderation helps. Regular growth with good water management.

Sow autumn crops in warm soil. Carrots, beets, brassicas, lettuce establish quickly.

Deep early morning watering prevents stress."
Exmouth,WA,warm,11b,mediterranean,March,"Autumn mild and extended by coastal protection. Excellent for cool-weather crops.

Plant brassicas, lettuce, onions, leeks, roots. Direct-sow peas, beans, Asian greens. Garlic in April.

Autumn is prime season."
Exmouth,WA,warm,11b,mediterranean,April,"Autumn mild and extended by coastal protection. Excellent for cool-weather crops.

Plant brassicas, lettuce, onions, leeks, roots. Direct-sow peas, beans, Asian greens. Garlic in April.

Autumn is prime season."
Exmouth,WA,warm,11b,mediterranean,May,"Autumn mild and extended by coastal protection. Excellent for cool-weather crops.

Plant brassicas, lettuce, onions, leeks, roots. Direct-sow peas, beans, Asian greens. Garlic in April.

Autumn is prime season."
Exmouth,WA,warm,11b,mediterranean,June,"Winter mild. Frosts rare. Growth continues steadily.

Winter crops produce heavily. Brassicas, lettuce, spinach, peas, roots thrive.

Start spring seedlings by August."
Exmouth,WA,warm,11b,mediterranean,July,"Winter mild. Frosts rare. Growth continues steadily.

Winter crops produce heavily. Brassicas, lettuce, spinach, peas, roots thrive.

Start spring seedlings by August."
